priority,shipping_cost,customer_name,ship_mode,customer_segment,product_category,product_subcategory,product_container,product_name,country,state_region,order_date,ship_date,quantity,unit_price,discount,sales,profit
High,0.49,Priscilla Frank,Regular Air,Home Office,Office Supplies,Labels,Small Box,Self-Adhesive Removable Labels,United States,Maine,05/25/2015,05/27/2015,8,3.15,0.01,25.37,17.5053
Not Specified,49,Gerald Crabtree,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Bravo II™ Megaboss® 12-Amp Hard Body Upright  Replacement Belts  2 Belts per Pack,United States,South Dakota,06/27/2015,06/28/2015,6,3.25,0.1,40.69,-286.245
Low,49,Diana Coble Hubbard,Regular Air,Home Office,Office Supplies,Appliances,Large Box,Bravo II™ Megaboss® 12-Amp Hard Body Upright  Replacement Belts  2 Belts per Pack,United States,Texas,05/30/2015,06/05/2015,2,3.25,0.06,55.6,10.508
Critical,1.86,Jacqueline Noble,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter GlideStik Fluorescent Highlighter  Yellow Ink,United States,Florida,05/04/2015,05/06/2015,20,3.26,0.01,73.97,-4.6683
Critical,1.86,Rosemary English,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter GlideStik Fluorescent Highlighter  Yellow Ink,United States,Maine,05/04/2015,05/06/2015,5,3.26,0.01,18.49,0.702000000000001
Critical,3.97,Gail Rankin Cole,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,United States,District of Columbia,01/10/2015,01/11/2015,19,3.28,0.06,63.14,-86
Low,3.97,Christopher High,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,United States,Ohio,06/23/2015,06/23/2015,4,3.28,0.07,14.76,-22.176
Not Specified,3.97,Frances Jackson,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,United States,Indiana,03/05/2015,03/06/2015,7,3.28,0.02,25.15,-66.35
High,0.98,Chad Henson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 329,United States,West Virginia,05/11/2015,05/13/2015,42,3.28,0.09,134.97,17.754
High,3.97,Debra Batchelor,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,United States,Idaho,03/05/2015,03/06/2015,18,3.28,0.05,61.29,-100.24
Not Specified,3.97,Harry Sellers,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,United States,California,01/09/2015,01/09/2015,11,3.28,0.05,36.3,-144.9188
Not Specified,3.97,Alicia Maynard,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,United States,Tennessee,04/27/2015,04/28/2015,18,3.28,0.08,57.24,0.426600000000003
High,3.97,Lawrence Dennis,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,United States,California,01/06/2015,01/08/2015,7,3.28,0.03,24.57,-90.7556
Critical,3.97,Jennifer Siegel,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,United States,Texas,01/10/2015,01/11/2015,5,3.28,0.06,16.62,-66.65
Medium,4.2,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 351,United States,Minnesota,05/12/2015,05/13/2015,4,3.28,0.05,13.99,-37.03
Medium,2.31,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 321,United States,Minnesota,05/12/2015,05/13/2015,7,3.28,0.08,22.23,-24.03
Not Specified,1.35,Eugene Brewer Knox,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Acco® Hot Clips™ Clips to Go,United States,New York,03/15/2015,03/17/2015,11,3.29,0.06,35.97,8.53
Medium,1.35,Tammy Goldman,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Acco® Hot Clips™ Clips to Go,United States,Utah,03/30/2015,04/01/2015,23,3.29,0.09,71.55,15.66
Low,7.49,Don Cameron,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Eldon Spacemaker® Box  Quick-Snap Lid  Clear,United States,Iowa,04/28/2015,04/30/2015,8,3.34,0.06,27.45,-175.86
Critical,6.27,Maureen Stout,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,United States,Texas,01/04/2015,01/05/2015,4,3.36,0.03,14.9,-94.2586
Medium,6.27,Molly Vincent,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,United States,Maine,05/18/2015,05/19/2015,5,3.36,0.1,20.87,-67.0565
Not Specified,6.27,Helen H Heller,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,United States,California,03/07/2015,03/09/2015,21,3.36,0.02,74.08,-216.154
Not Specified,6.27,Edgar McKenzie,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,United States,Illinois,04/23/2015,04/24/2015,2,3.36,0.06,8.82,-24.05754
Not Specified,0.85,Geoffrey Saunders,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,United States,New York,04/26/2015,04/28/2015,34,3.38,0.07,109.86,19.04
Not Specified,0.85,Lisa Branch,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,United States,Michigan,04/26/2015,04/28/2015,9,3.38,0.07,29.08,19.04
Not Specified,0.85,Marc Ray,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,United States,California,02/02/2015,02/04/2015,12,3.38,0.08,38.81,20.4536
Low,6.83,Suzanne Cochran,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Self-Adhesive Ring Binder Labels,United States,Iowa,01/06/2015,01/15/2015,4,3.52,0.04,15.93,-57.753
Low,4.17,Harry Burns,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,United States,Iowa,01/26/2015,01/28/2015,8,3.57,0.04,30.9,-69.91
High,4.17,Jamie Ward,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,United States,Maryland,06/29/2015,07/01/2015,9,3.57,0.09,31.45,-56.888
Low,1.63,William Crawford,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,OIC Colored Binder Clips  Assorted Sizes,United States,Texas,04/19/2015,04/23/2015,10,3.58,0.06,34.76,14
Low,1.63,Kent Gill,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,OIC Colored Binder Clips  Assorted Sizes,United States,Alabama,05/02/2015,05/06/2015,26,3.58,0.01,93.57,-128.856
Medium,1.63,Gwendolyn F Tyson,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,OIC Colored Binder Clips  Assorted Sizes,United States,Minnesota,05/12/2015,05/13/2015,4,3.58,0.05,14.26,-0.71
Critical,2.2,Juan Gold,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Telephone Message Books with Fax/Mobile Section  4 1/4  x 6 ,United States,Florida,04/30/2015,05/02/2015,4,3.6,0.06,15.19,2755.6422
High,2.2,Elsie Pridgen,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Telephone Message Books with Fax/Mobile Section  4 1/4  x 6 ,United States,California,02/26/2015,02/27/2015,2,3.6,0.1,6.97,-8.28
High,1.32,Jenny Gold,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,*Staples* vLetter Openers  2/Pack,United States,California,06/30/2015,07/01/2015,24,3.68,0.09,83.16,-21.91
Not Specified,1.32,Carrie Duke,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,*Staples* vLetter Openers  2/Pack,United States,Kansas,05/15/2015,05/17/2015,8,3.68,0.02,29.93,-20.65
Critical,1.32,Jack Morse,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,*Staples* vLetter Openers  2/Pack,United States,Florida,06/01/2015,06/02/2015,11,3.68,0.04,41.29,300.9258
High,1.32,Kelly O'Connor,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,*Staples* vLetter Openers  2/Pack,United States,California,06/30/2015,07/01/2015,6,3.68,0.09,20.79,-17.528
Not Specified,0.5,Sara Faulkner,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,United States,California,03/27/2015,03/29/2015,19,3.69,0.04,68.88,47.5272
High,2.5,Keith Hobbs,Express Air,Home Office,Office Supplies,Envelopes,Small Box,Colored Envelopes,United States,Kentucky,04/20/2015,04/20/2015,9,3.69,0.03,38.65,-2196.684
Low,2.5,Cathy Burgess,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Colored Envelopes,United States,Louisiana,06/25/2015,06/30/2015,9,3.69,0.08,31.98,-139.076
Critical,0.5,Renee Huang,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 487,United States,Florida,05/07/2015,05/10/2015,38,3.69,0.08,129.43,-3.6547
Not Specified,0.5,Lynn Morrow,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 501,United States,Virginia,03/02/2015,03/04/2015,1,3.69,0,4,-37.5291
Critical,1.61,Charlie Moore,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,3M Hangers With Command Adhesive,United States,Indiana,06/19/2015,06/20/2015,18,3.7,0.04,67.24,18
Critical,1.93,Maureen Stout,Express Air,Corporate,Office Supplies,Paper,Wrap Bag, While you Were Out  Message Book  One Form per Page,United States,Texas,01/04/2015,01/06/2015,11,3.71,0.07,39.64,6.3308
Low,0.94,Stephanie Hawkins,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Rubber Band Ball,United States,Wisconsin,06/02/2015,06/09/2015,12,3.74,0.06,44.75,-7.685
Critical,0.5,Marlene Gray,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 496,United States,New Jersey,05/04/2015,05/06/2015,21,3.75,0.09,74.23,51.2187
High,0.5,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,United States,North Carolina,02/20/2015,02/21/2015,48,3.75,0.01,180.48,55.1946
High,0.5,Gretchen McKinney,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 510,United States,Ohio,02/20/2015,02/21/2015,12,3.75,0.01,45.12,31.1328
Medium,0.71,Roger Meyer,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulldog Clip,United States,Illinois,05/29/2015,05/30/2015,40,3.78,0.02,154.71,106.7499
Not Specified,1.49,Gerald Kearney,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,United States,Illinois,04/09/2015,04/11/2015,14,3.8,0.05,53.26,14.467
Critical,1.49,Doris Fitzpatrick,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,United States,Indiana,02/15/2015,02/17/2015,6,3.8,0.03,24.27,15.2745
Medium,1.49,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,United States,New York,04/20/2015,04/21/2015,20,3.8,0.06,73.55,19.6282
Low,1.49,Shirley Riley,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,United States,Massachusetts,05/11/2015,05/15/2015,5,3.8,0.02,20.46,7.31
Medium,7.01,Arlene Wiggins Dalton,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,United States,Texas,01/22/2015,01/24/2015,10,3.89,0.09,42.56,-154.307
High,7.01,Kara Patton,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,United States,Illinois,04/09/2015,04/09/2015,21,3.89,0,85.64,-255.1689
Not Specified,0.99,Carlos Hanson,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Staples Vinyl Coated Paper Clips,United States,South Dakota,04/21/2015,04/23/2015,6,3.93,0.06,24.18,10.7824
Medium,5.13,Katie Dougherty,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs  2/Pk,United States,Washington,03/04/2015,03/05/2015,2,3.95,0.01,10.11,-19.93
Low,2,Diana Coble Hubbard,Express Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,United States,Texas,05/30/2015,06/07/2015,23,3.95,0.05,96.6,1.004
Medium,2,Anne Bland,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,United States,Texas,03/24/2015,03/25/2015,5,3.95,0.06,19.66,-9.68
Low,2.97,Annie Odom,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,Unpadded Memo Slips,United States,New York,06/30/2015,07/04/2015,5,3.98,0.1,20.54,-5.385
Not Specified,5.26,Laurie Moon,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,United States,New York,04/08/2015,04/10/2015,7,3.98,0.07,29.77,-59.96376
Low,5.26,Joseph Hurst,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,United States,Pennsylvania,03/25/2015,03/29/2015,12,3.98,0.05,49.44,-152.5245
Critical,0.7,Melvin Benton,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,4009® Highlighters by Sanford,United States,California,01/09/2015,01/10/2015,11,3.98,0.03,45.22,31.2018
Not Specified,0.7,Kate McKenna,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,4009® Highlighters by Sanford,United States,Ohio,06/11/2015,06/14/2015,9,3.98,0.08,35.19,23.304
Not Specified,0.7,Andrew Levine,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,4009® Highlighters by Sanford,United States,Pennsylvania,06/11/2015,06/14/2015,36,3.98,0.08,140.78,19.42
Not Specified,0.83,Ray Silverman,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Fluorescent Highlighters by Dixon,United States,Florida,06/19/2015,06/21/2015,11,3.98,0.1,42.46,-89.7092
Not Specified,0.83,Marie Bass,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Fluorescent Highlighters by Dixon,United States,New York,06/06/2015,06/09/2015,76,3.98,0.07,282.85,27.38
Not Specified,0.83,Edward Bynum,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Fluorescent Highlighters by Dixon,United States,Pennsylvania,06/06/2015,06/09/2015,19,3.98,0.07,70.71,41.07
Medium,1.3,Linda Weiss,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,United States,Washington,04/04/2015,04/06/2015,19,4,0.09,77.61,16.79
Not Specified,1.3,Elisabeth Shaw,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,United States,Florida,01/09/2015,01/09/2015,12,4,0.02,50.71,-23.296
Medium,1.3,Rick Houston,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,United States,California,05/02/2015,05/04/2015,14,4,0.08,51.99,28.4
Medium,1.3,Ron Newton,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,United States,Oregon,04/04/2015,04/06/2015,5,4,0.09,20.42,14.0898
High,6.89,Andrew Gonzalez,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,United States,North Carolina,02/20/2015,02/22/2015,37,4.06,0.03,159.89,-246.2761
Not Specified,6.89,Herbert Donnelly Swanson,Express Air,Corporate,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,United States,New Hampshire,06/19/2015,06/21/2015,22,4.06,0.05,92.57,-122.835
Medium,6.89,Ray Grady,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,United States,Texas,02/24/2015,02/26/2015,16,4.06,0.02,66.81,-93.7352
Low,6.89,Jean Webster,Express Air,Small Business,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,United States,Pennsylvania,05/17/2015,05/21/2015,12,4.06,0.02,64.41,12.706
High,6.89,Gretchen McKinney,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,United States,Ohio,02/20/2015,02/22/2015,9,4.06,0.03,38.89,-185.17
High,0.99,Aaron Dillon,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 491,United States,Texas,02/11/2015,02/11/2015,2,4.13,0.1,8.3,-1.0712
Not Specified,6.89,Sherri P Stephens,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters  on Rolls  White  250/Roll,United States,Oklahoma,01/09/2015,01/10/2015,2,4.13,0.02,10.19,-48.236
Not Specified,1.17,Tonya Miller,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 31,United States,Wisconsin,05/23/2015,05/25/2015,1,4.13,0.08,4.21,-5.54
Not Specified,6.89,Herbert Holden,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters  on Rolls  White  250/Roll,United States,Georgia,01/09/2015,01/10/2015,9,4.13,0.02,45.87,-51.737
High,0.99,Hannah Carver,Express Air,Home Office,Office Supplies,Labels,Small Box,Avery 491,United States,North Dakota,04/28/2015,04/30/2015,7,4.13,0.04,32.33,22.3077
Critical,5.04,Vanessa Winstead,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE® 3-Ring Binder  Blue  1 ,United States,Illinois,03/13/2015,03/14/2015,1,4.13,0.05,5.84,-12.1555
Low,0.99,Mitchell Ross,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 491,United States,Virginia,02/09/2015,02/13/2015,13,4.13,0.1,52.16,-40.53
Low,5.34,Virginia Gay,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE® Binder by Acco,United States,Kansas,06/17/2015,06/21/2015,9,4.13,0,40.95,-61.87
High,0.99,Robyn Lyon,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 491,United States,Ohio,01/08/2015,01/08/2015,4,4.13,0.07,16.07,10.9592
Critical,5.04,Julie Porter,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE® 3-Ring Binder  Blue  1 ,United States,Kansas,02/06/2015,02/07/2015,20,4.13,0.07,79.06,-76.4244
Critical,0.5,Renee McKenzie,Express Air,Home Office,Office Supplies,Labels,Small Box,Avery 506,United States,Ohio,05/02/2015,05/04/2015,18,4.13,0.1,84.44,58.2636
Not Specified,6.6,Marion Bowling,Express Air,Small Business,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,United States,New Jersey,01/11/2015,01/13/2015,7,4.14,0.05,33.35,-128.6872
Not Specified,6.6,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,United States,California,05/02/2015,05/04/2015,12,4.14,0.04,54.78,8.89400000000001
Low,2.99,Ashley Reese,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery® Durable Slant Ring Binders With Label Holder,United States,Missouri,03/06/2015,03/08/2015,5,4.18,0.06,21.34,-12.719
Medium,2.26,Sandra Berry,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad,United States,Mississippi,01/17/2015,01/19/2015,3,4.2,0.05,13.57,20.39337
Low,2.26,Kurt O'Connor,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,Important Message Pads  50 4-1/4 x 5-1/2 Forms per Pad,United States,Texas,06/22/2015,06/27/2015,13,4.2,0.06,55.97,9.78
Not Specified,5.41,Ricky Hensley,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,United States,Oregon,06/15/2015,06/17/2015,13,4.24,0.03,58.68,-84.4376
Low,5.41,Claudia Webb,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,United States,North Carolina,04/19/2015,04/23/2015,8,4.24,0.1,34.16,-61.6
Medium,5.41,James Dickinson Ball,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,United States,Montana,04/17/2015,04/19/2015,10,4.24,0.06,45,-78.91668
High,5.41,Leah Davenport,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,United States,California,03/16/2015,03/18/2015,12,4.24,0.05,50.83,-89.217
High,1.2,Ron Newton,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Dixon Prang® Watercolor Pencils  10-Color Set with Brush,United States,Oregon,01/03/2015,01/04/2015,7,4.26,0.03,29.5,18.658
